title,digital,status,existing_match,source_tmdbId,source_year,notes,tmdbId,tmdbTitle,tmdbOriginalTitle,tmdbYear,tmdbReleaseDate,tmdbOverview,tmdbPosterPath,tmdbBackdropPath,match_type,confidence,review
Final Destination 5,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,55779,Final Destination 5,Final Destination 5,2011,2011-08-12,"Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",/Akx1Po4ZLetOWfYJhQf75tbhTtK.jpg,/5cG2XcylxUIclQsGPBKTtfoqcBV.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
For Love of the Game,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,10390,For Love of the Game,For Love of the Game,1999,1999-09-17,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.",/vkeKxoSXE1qMArcFNTNBBH8TjKZ.jpg,/jYg7oXQUB3yW6WHYVXn5ltXfcpa.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Friends With Benefits,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,50544,Friends with Benefits,Friends with Benefits,2011,2011-07-21,Dylan is done with relationships. Jamie decides to stop buying into the Hollywood clichés of true love. When the two become friends they decide to try something new and take advantage of their mutual attraction - but without any emotional attachment.,/nKhhDFCdzxeJ3GUunQ570LDpUkz.jpg,/n19KqpP6iBwTQzE2DORnktbSdwa.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Full Metal Jacket,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,600,Full Metal Jacket,Full Metal Jacket,1987,1987-06-26,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,/3k2TRmqMjgt7tcwkYwZQdctnty3.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Furious 7,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,168259,Furious 7,Furious 7,2015,2015-04-01,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,/ehzI1mVcnHqB58NqPyQwpMqcVoz.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Ghost,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,251,Ghost,Ghost,1990,1990-07-13,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,/6nLdSON3ErniBZTXWG7WRqs5jGz.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Ghostbusters (2016) Extended Edition,Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,,,,,,,,,NO_RESULT,REVIEW,No TMDB result found.
Ghostbusters: Afterlife,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,425909,Ghostbusters: Afterlife,Ghostbusters: Afterlife,2021,2021-11-18,"When single mom Callie and her two kids Trevor and Phoebe arrive in a small Oklahoma town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",/sg4xJaufDiQl7caFEskBtQXfD4x.jpg,/EnDlndEvw6Ptpp8HIwmRcSSNKQ.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Gladiator II,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,558449,Gladiator II,Gladiator II,2024,2024-11-13,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,/tOqIwliWMovSIZ9DyvHcHI7p2im.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Groundhog Day,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,137,Groundhog Day,Groundhog Day,1993,1993-02-11,"A cynical TV weatherman, along with his idealistic producer and his sardonic cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",/gCgt1WARPZaXnq523ySQEUKinCs.jpg,/4W6RYDNe4OByNryOCvJprrutm9h.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Haul Out the Holly,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1028556,Haul Out the Holly,Haul Out the Holly,2022,2022-11-26,"Emily arrives home, hoping to visit her parents, only to discover that they are leaving on a trip of their own. As she stays at their house for the holidays, their HOA is determined to get Emily to participate in the neighborhood’s many Christmas festivities.",/naX9S52wyTpUJPR80FIWhgxzufb.jpg,/29qiSnPp8LN1vUomrMN3MMVwlUH.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Haul Out the Holly: Lit Up,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1154268,Haul Out the Holly: Lit Up,Haul Out the Holly: Lit Up,2023,2023-11-25,"As the holidays approach, Emily and Jared are looking forward to celebrating the holidays together again, this time as a couple. Emily, now embracing Evergreen Lane’s uniquely festive spirit, is ready to work with Jared, Ned, Mary Louise and Pamela to make this year’s Christmas celebrations the best yet – even if being the HOA president’s girlfriend doesn’t stop those dreaded decorating citations. When a house on the block goes up for sale, it causes quite a stir with residents.",/wDkGpq2lSd988vOdbcnfQU74lZS.jpg,/wiCqo0gqwwbhOQiIhc8KW12KFE0.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
"History of the World, Part I",Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,10156,History of the World: Part I,History of the World: Part I,1981,1981-06-12,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",/1bMaEfI76yrGjCSDquCippAFIDI.jpg,/huW5dZywslw6muqmpDtMl6Ywl3m.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Home for the Holidays,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,9089,Home for the Holidays,Home for the Holidays,1995,1995-11-02,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",/3zqlKdOttWyExzopVxglz50Vjxq.jpg,/lCugQmmEoUc5Z3U7IlBXNYjrtJi.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Hook,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,879,Hook,Hook,1991,1991-04-10,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.",/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg,/39OxcFZjX4uc6vYzexUh5qXghxE.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Houseboat,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1377,Houseboat,Houseboat,1958,1958-11-19,An Italian socialite on the run signs on as housekeeper for a widower with three children.,/nfaOBiZktPHOV0f3DTqTftgTo3B.jpg,/gm6olhE6677l4ZfuhV9I1ntvkng.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
How the Grinch Stole Christmas! / Horton Hears a Who!,Prime,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,,,,,,,,,NO_RESULT,REVIEW,No TMDB result found.
How to Train Your Dragon,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1087192,How to Train Your Dragon,How to Train Your Dragon,2025,2025-06-06,"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.",/53dsJ3oEnBhTBVMigWJ9tkA5bzJ.jpg,/8J6UlIFcU7eZfq9iCLbgc8Auklg.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
How to Train Your Dragon 2,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,82702,How to Train Your Dragon 2,How to Train Your Dragon 2,2014,2014-06-05,"Five years after uniting the dragons and Vikings of Berk, Hiccup and Toothless soar beyond their homeland, charting the vast unknown. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider with a startling connection to Hiccup. And as the ruthless dragon conqueror Drago Bludvist rises to seize control of both dragons and people alike, Hiccup must step into his role as a true leader and, alongside his friends and Toothless, protect Berk from a devastating war.",/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,/8AAuJtCzaibYkbE0QVHc8EBsELB.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Idiocracy,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,7512,Idiocracy,Idiocracy,2006,2006-09-01,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average European-Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",/6cTHBq49ApwsJaRr3ojlY1cmiXk.jpg,/9Z4msMhKvNp63sOB1ZvxPMPvqz3.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
In the Grey,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1122573,In the Grey,In the Grey,2026,2026-05-13,"A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.",/dQgIcW6Th08kMRf2HBoYWoFE6OD.jpg,/qcIKxhqGMIj8uujsSoSMZWr8QqU.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Indian Summer,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,80173,Indian Summer,Indiánské léto,1995,1995-02-02,"An adaptation of F. Scott Fitzgerald's ""Bernice Bobs Her Hair"" which is set in a small Czech town where life for two teenage cousins revolves around evening alfresco dances. The tale involves a rivalry for male attention between Klara and Maria, both spending summer at their grandma's house.",/wsBb5rLLvg2kIHmarPxjtZBQlyu.jpg,/pMhwhL8p3OTI0Vg8s4o6NP8nhtk.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Indiscreet,Fandango,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,22874,Indiscreet,Indiscreet,1958,1958-07-16,"Anna Kalman is an accomplished actress who has given up hope of finding the man of her dreams. While talking about this subject with her sister, in walks Philip Adams and she realizes that this is the charming, smart, and handsome man she has been waiting for.",/sv4ao2ceHx2Ii1I2SsAmCqr7k6K.jpg,/pNqropWft9qTTF0BM9edTO52mmH.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Is This Thing On?,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,1140498,Is This Thing On?,Is This Thing On?,2025,2025-12-19,"As their marriage quietly unravels, Alex faces middle age and an impending divorce, seeking new purpose in the New York comedy scene while Tess confronts the sacrifices she made for their family—forcing them to navigate co-parenting, identity, and whether love can take a new form.",/YD6QzcokTMe3EViM0hLbNCxf4y.jpg,/argJlxQHbXAzyH8fKnjLfoEyDcd.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
It Happens Every Spring,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,88288,It Happens Every Spring,It Happens Every Spring,1949,1949-06-10,A scientist discovers a formula that makes a baseball which is repelled by wood. He promptly sets out to exploit his discovery.,/18mVDAvnpVmKYgsfFe15mALF0iI.jpg,/nQw6GzHjJCvciLnGozk7BRvPezz.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Jason Bourne,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,324668,Jason Bourne,Jason Bourne,2016,2016-07-27,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,/xA7N41glw17MBQtcWSm2eBlBRuG.jpg,/7mHeyU0a538bgguOeF57I8ZroSk.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
Just One of the Guys,Fandango | Movies Anywhere,NEW_TMDB,,,,No reliable existing catalog match; fetch TMDB and create a new record.,24548,Just One of the Guys,Just One of the Guys,1985,1985-04-26,"When Terry Griffith loses her high school's writing competition, she's convinced that it's because she's a girl. So Terry decides to change high schools and pose as a boy to prove her point. Her brother, Buddy, helps her pass as a guy so well that she is soon making friends with the boys at school, including the attractive Rick, who becomes her new best friend. But her gender-swapping makes things difficult when she falls in love with him.",/7ffvsRv8ueYYK0H3zocmNRPd8yN.jpg,/wXYv3mC6mZPVChHBMxF2tVILcLb.jpg,TMDB_SEARCH,REVIEW,TMDB ID was not supplied in the import file; manual confirmation required.
